45.792499, 24.152598
45.792037, 24.151197
45.791956, 24.150996
45.791875, 24.150005
45.791412, 24.149201
45.791133, 24.148552
45.791048, 24.148341
45.790913, 24.148343
45.790837, 24.148475
45.789779, 24.149531
45.789383, 24.149837
45.789272, 24.149864
45.789218, 24.149991
45.789224, 24.150081
45.788892, 24.151071
45.788492, 24.152248
45.787622, 24.154839
45.786829, 24.156801
45.786085, 24.158480
45.785194, 24.160285
45.784510, 24.161634
45.783883, 24.162845
45.783016, 24.164540
45.782402, 24.165768
45.782043, 24.166433
45.781590, 24.167176
45.781202, 24.167805
45.780746, 24.168288
45.780347, 24.168803
45.779878, 24.169294
45.779644, 24.169388
45.779519, 24.169431
45.779468, 24.169597
45.779260, 24.169927
45.778711, 24.170487
45.777159, 24.171986
45.776458, 24.172583
45.776298, 24.172570
45.776152, 24.172664
45.775992, 24.172968
45.775224, 24.173765
45.774093, 24.174958
45.770437, 24.180115
45.767702, 24.184189
45.765451, 24.187485
45.761720, 24.192439
45.760812, 24.193937
45.759264, 24.196899
45.758738, 24.197627
45.758281, 24.198052
45.757597, 24.198436
45.755840, 24.199057
45.754451, 24.199479
45.753116, 24.199885
45.751523, 24.200353
45.751182, 24.200421
45.750973, 24.200273
45.750750, 24.200220
45.750462, 24.199670
45.749970, 24.198799
45.749507, 24.198623
45.748999, 24.198812
45.748208, 24.199594
45.747788, 24.199788
45.747366, 24.199764
45.746525, 24.199252
45.744059, 24.197817
45.741976, 24.197412
45.740235, 24.197537
45.736984, 24.198903
45.734506, 24.201505
45.732741, 24.204899
45.731254, 24.209721
45.729405, 24.212844
45.727060, 24.214838
45.724930, 24.215342
45.722051, 24.216170
45.720840, 24.217113
45.718938, 24.219647
45.718068, 24.221809
45.717162, 24.225637
45.715795, 24.228705
45.713697, 24.231044
45.711405, 24.232144
45.707556, 24.232723
45.705766, 24.233284
45.702730, 24.235233
45.698810, 24.239670
45.696918, 24.241204
45.692913, 24.242787
45.684517, 24.245361
45.677386, 24.245498
45.674688, 24.245424
45.670487, 24.245963
45.662681, 24.248419
45.657668, 24.251115
45.650888, 24.256847
45.649657, 24.257409
45.648660, 24.257649
45.647587, 24.257614
45.644896, 24.256654
45.643402, 24.256489
45.641258, 24.257727
45.639819, 24.259835
45.639449, 24.260023
45.639191, 24.260286
45.638361, 24.260475
45.637428, 24.260259
45.636914, 24.260213
45.636173, 24.260331
45.634920, 24.261006
45.634024, 24.261545
45.632638, 24.262350
45.631914, 24.262611
45.631071, 24.262670
45.628301, 24.261747
45.627338, 24.261468
45.626204, 24.261605
45.625401, 24.261987
45.624805, 24.262775
45.624236, 24.263456
45.623203, 24.264139
45.621838, 24.265015
45.620755, 24.265609
45.619372, 24.266275
45.618546, 24.266427
45.617531, 24.266342
45.617124, 24.266147
45.616838, 24.265744
45.615987, 24.263951
45.615086, 24.262102
45.614614, 24.261276
45.613727, 24.260502
45.612639, 24.259855
45.612037, 24.259798
45.611193, 24.259998
45.610844, 24.259994
45.610067, 24.259819
45.609581, 24.259868
45.608805, 24.260137
45.608314, 24.260261
45.607765, 24.260306
45.606909, 24.260195
45.606479, 24.260179
45.605857, 24.260385
45.605132, 24.260836
45.604410, 24.260993
45.603948, 24.261125
45.603140, 24.261653
45.602658, 24.261927
45.601832, 24.262156
45.601235, 24.262037
45.600393, 24.261640
45.599794, 24.261513
45.599127, 24.261624
45.598284, 24.261871
45.597002, 24.262033
45.596320, 24.261936
45.595746, 24.261574
45.594810, 24.260848
45.594166, 24.260579
45.593397, 24.260357
45.592730, 24.260004
45.592267, 24.259800
45.591701, 24.259626
45.591025, 24.259550
45.590094, 24.259513
45.589407, 24.259363
45.588555, 24.259110
45.587704, 24.258635
45.586668, 24.257552
45.585477, 24.256053
45.584746, 24.254953
45.584261, 24.254158
45.583634, 24.253434
45.583025, 24.252997
45.582340, 24.252786
45.581470, 24.252721
45.580902, 24.252492
45.579906, 24.251709
45.578890, 24.251193
45.577342, 24.250833
45.576541, 24.250810
45.575862, 24.251186
45.575337, 24.251502
45.574526, 24.251742
45.573664, 24.251952
45.573099, 24.251975
45.572263, 24.251893
45.571478, 24.251784
